DATAFLOW,freq,waste,unit,country_code,year,value,OBS_FLAG
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,CY,2021,41.6,e
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,CZ,2012,58.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,CZ,2013,59.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,CZ,2014,58.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,CZ,2015,61.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,CZ,2016,59.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,CZ,2017,58.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,CZ,2018,57.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,CZ,2019,61.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,CZ,2020,41.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,CZ,2021,45.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DE,2012,47.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DE,2013,46.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DE,2014,47.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DE,2015,47.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DE,2016,48.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DE,2017,48.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DE,2018,46.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DE,2019,43.3,b
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DE,2020,46.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DE,2021,48.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DK,2012,25.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DK,2013,29.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DK,2014,30.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DK,2015,30.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DK,2016,36.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DK,2017,41.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DK,2018,31.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DK,2019,37.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,DK,2020,22.9,b
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EE,2012,29.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EE,2013,28.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EE,2014,29.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EE,2015,27.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EE,2016,24.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EE,2017,26.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EE,2018,37.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EE,2019,40.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EE,2020,40.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EE,2021,42.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EL,2012,32.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EL,2013,32.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EL,2014,32.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EL,2015,36.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EL,2016,38.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EL,2017,41.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EL,2018,39.8,e
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EL,2019,37.6,e
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,ES,2012,35.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,ES,2013,40.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,ES,2014,42.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,ES,2015,44.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,ES,2016,45.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,ES,2017,47.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,ES,2018,50.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,ES,2019,51.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,ES,2020,51.4,b
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,ES,2021,56.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EU27_2020,2012,37.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EU27_2020,2013,37.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EU27_2020,2014,39.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EU27_2020,2015,40.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EU27_2020,2016,42.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EU27_2020,2017,41.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EU27_2020,2018,41.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EU27_2020,2019,41.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EU27_2020,2020,37.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,EU27_2020,2021,39.7,s
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FI,2012,25.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FI,2013,22.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FI,2014,24.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FI,2015,23.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FI,2016,25.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FI,2017,26.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FI,2018,31.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FI,2019,42.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FI,2020,39.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FI,2021,42.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FR,2012,25.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FR,2013,25.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FR,2014,25.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FR,2015,25.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FR,2016,25.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FR,2017,26.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FR,2018,26.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FR,2019,26.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FR,2020,21.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,FR,2021,23.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HR,2012,45.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HR,2013,45.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HR,2014,37.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HR,2015,46.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HR,2016,41.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HR,2017,37.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HR,2018,37.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HR,2019,35.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HR,2020,34.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HR,2021,34.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HU,2012,27.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HU,2013,30.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HU,2014,36.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HU,2015,27.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HU,2016,31.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HU,2017,32.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HU,2018,30.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HU,2019,33.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,HU,2020,24.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IE,2012,38.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IE,2013,34.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IE,2014,31.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IE,2015,29.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IE,2016,31.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IE,2017,30.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IE,2018,27.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IE,2019,27.5,b
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IE,2020,29.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IE,2021,27.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IS,2012,40.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IS,2013,26.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IS,2014,26.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IS,2015,37.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IS,2016,41.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IS,2017,28.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IS,2018,29.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IS,2019,24.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IS,2020,30.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IS,2021,27.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IT,2012,37.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IT,2013,36.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IT,2014,38.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IT,2015,41.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IT,2016,42.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IT,2017,41.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IT,2018,43.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IT,2019,44.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IT,2020,51.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,IT,2021,54.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LI,2012,7.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LI,2013,6.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LI,2014,6.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LI,2015,16.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LI,2016,20.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LI,2017,18.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LI,2018,21.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LI,2019,26.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LI,2020,30.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LI,2021,31.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LT,2012,38.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LT,2013,42.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LT,2014,51.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LT,2015,54.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LT,2016,74.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LT,2017,71.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LT,2018,69.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LT,2019,69.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LT,2020,56.1,b
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LU,2012,36.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LU,2013,32.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LU,2014,32.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LU,2015,32.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LU,2016,31.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LU,2017,33.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LU,2018,32.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LU,2019,33.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LU,2020,34.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LU,2021,39.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LV,2012,24.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LV,2013,24.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LV,2014,36.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LV,2015,35.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LV,2016,37.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LV,2017,36.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LV,2018,35.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LV,2019,35.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LV,2020,35.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,LV,2021,41.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,MT,2012,32.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,MT,2013,22.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,MT,2014,32.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,MT,2015,28.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,MT,2016,23.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,MT,2017,19.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,MT,2018,11.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,MT,2019,15.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,MT,2020,10.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,MT,2021,20.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NL,2012,47.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NL,2013,46.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NL,2014,50.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NL,2015,49.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NL,2016,51.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NL,2017,50.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NL,2018,52.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NL,2019,57.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NL,2020,49.2,be
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NL,2021,48.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NO,2012,38.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NO,2013,38.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NO,2014,36.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NO,2015,37.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NO,2016,39.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NO,2017,36.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NO,2018,36.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NO,2019,33.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,NO,2020,27.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PL,2012,21.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PL,2013,19.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PL,2014,28.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PL,2015,30.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PL,2016,46.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PL,2017,34.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PL,2018,35.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PL,2019,31.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PT,2012,30.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PT,2013,35.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PT,2014,40.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PT,2015,43.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PT,2016,41.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PT,2017,34.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PT,2018,33.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PT,2019,35.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PT,2020,33.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,PT,2021,38.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,RO,2012,51.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,RO,2013,51.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,RO,2014,44.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,RO,2015,46.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,RO,2016,46.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,RO,2017,47.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,RO,2018,43.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,RO,2019,31.1,b
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,RO,2020,30.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SE,2012,34.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SE,2013,45.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SE,2014,47.5,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SE,2015,49.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SE,2016,50.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SE,2017,48.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SE,2018,50.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SE,2019,53.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SE,2020,33.5,b
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SE,2021,23.8,be
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SI,2012,64.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SI,2013,81.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SI,2014,69.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SI,2015,63.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SI,2016,62.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SI,2017,60.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SI,2018,48.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SI,2019,50.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SI,2020,44.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SI,2021,50.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SK,2012,57.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SK,2013,55.1,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SK,2014,55.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SK,2015,54.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SK,2016,51.7,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SK,2017,52.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SK,2018,51.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SK,2019,52.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,SK,2020,56.3,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,UK,2012,25.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,UK,2013,31.6,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,UK,2014,37.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,UK,2015,39.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,UK,2016,44.9,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,UK,2017,46.2,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,UK,2018,43.8,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,UKN,2019,55.4,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,UKN,2020,52.0,
ESTAT:ENV_WASPACR(1.0),A,W150102,RT,UKN,2021,53.1,
